Text,Label,Subclass
पळ बुल्ल्या 🤣🤣,1,1
पळ बुल्ल्या।गद्दारची औलाद,1,1
ऐक एय बुलल्या तू ममदेगिरी करू नको.,1,1
जबाबदार खानग्रेसी ecosystem,0,0
जातीयवादी नीच तुला महाराष्ट्र चटणीएवढाच ठेवेल.,1,5
झवायला देतास का.... ... .....? या व्हिडीओ त तर या मॅडम तशा काही बोलताना दिसत नाहीत.,1,1
बाजी भेन्चोद तू भेटू नकोस पुन्हा आता मला कधीच!,1,1
बडव्या (भडव्या) साल्या मंदिरात मूतताना न्हवती का र विठ्ठल भक्ती,1,1
एवढे कशे देशद्रोही आहेत देशात जे सरकारला नोकऱ्या मागून त्रास देत आहेत कोणत्या बिळात लपलेत माराठी भाईटे?,1,1
चुतीया साले राजकारण केल्या शिवाय काही जमत नाही या राजकारणी लोकांना,1,1
महाराष्ट्रच्या आरोग्य व्यवस्थेला टोप्या घालुंंन घेतल्या?,0,0
त्यावेळी तुझी आई बहीण कुठ असते याचा विचार तु कर आई झवाड्या,1,4
अरे लोकमत वाल्यांनो तुम्हांला मनाची नाही जनाची लाज आहे का?,1,1
किती डांग चाटणार खाजपा ची.,1,1
तुमच्या पेक्षा रांडा परवडल्या.,1,1
देशद्रोही ब्राह्मण,1,1
"खाजपा येणार , संडास चोरायला",1,1
माविअवाले आणी छपरी पत्रकार मोदीच्या नावाने बोंब ठोकत असतात,1,1
तुमचा साहेब काय चुतीया आहे का,1,1
नवाब मलिकांची आ बैल मुझे मार अशी अवस्था,0,0
मागे पण डुक्कर रोहीत पवार ने असेकाही ट्विट केले पण mpsc भरती अजुन झाली नाहीए,0,0
मग यावरून सिद्ध काय होतं ते सांग रताळ्या,0,0
ह्या हडळ चे लेख आधी टाइम्स मध्ये वाचायचो.,0,0
हा विजय चव्हाण कट्टर अँधभक्त आहे भाजपाचा,1,1
राजकारणी लोक जिथे तिथे स्वतःची पोळी भाजून घेतात,0,0
"बिहारच्या निवडणुकीने देशाला तेजस्वी चेहरा दिला*_ सामना 🤔 महाराष्ट्राच्या निवडणुकीने देशाला विश्वासघातकी,दुतोंडी,खोट्या हिंदुत्वाचा खरा चेहरा दिला_ मी 😎",1,2
@OfficeOfPunekar अतिशय भिकारचोट चित्ररथ होता .बाकीच्या चित्ररथ बघा...लाज वाटेल अक्षरशः,1,1
@d590NMx8dstLnQv मूर्ख आहेत ज़रा डोळे आणि मेंदू उघडून बघितले ना तर स्वतः ची स्वतःला लाज वाटेल ह्यांना.,1,1
"@sachin_inc हे बघ चिपाडतोंड्या, महाराजांच्या मुर्तीची झालेली विटंबना मुळीच मान्य नाही.",1,1
लाळ चाटे आपल्याच मालकाला कशे प्रश्न विचारणार????,1,3
@RamVSatpute @Dev_Fadnavis च्युत्या पंती करण सोडा राव,1,1
ओरंगाबादच्या दलित मुस्लिमाना फोडण्याचा मुर्खपणा करु नको ते तुलाच फोडतिल.,1,5
म्हणजे तुझ्या बापजादयांनी नक्कीच जातीचा माज करत लोकांना हीन अस्पृश्य लेखून त्यांच्यावर अत्याचार केले असतील..,1,10
@LoksattaLive तुझ्या सारखा आईघाल्या नाही आहे @RahulGandhi,1,1
@the_hindu गाढवाच्या बुल्ल्या सारख तुझं तोंड बघायची इच्छा नाही निघ भडव्या,1,1
हे कसले मराठी प्रेम. महाराष्ट्र आणि कर्नाटक सीमाभागात जे आपली मराठी माणसं मराठी साठी लढत आहेत.,1,6
@MANOJPR29251163 @ABC56072703 @Surya_20111988 आईघाल्या तु अगोदर तुझी भाषा बदल मग दुसऱ्याला ज्ञान शिकव,1,4
"@rajuparulekar चाट रे चाट्या चाट ;- हे एक गीत नसून,तुला उद्देशून केलेलं ट्विट आहे",1,1
@Avadhutwaghbjp स्वस्त गोष्टी ची सवय zhali का माणूस असले फालतू पोल् टाकतो...,1,1
"@nawabmalikncp हे बगा रे महाराष्ट्रियन लोकांनो, हा चूतिया सारखे मानुस तुमचा राज्यमन्त्री आहे",1,1
"हे गुन्हेगारी भैय्या लोक बाहेरून येऊन इथं आपल्यावर दादागिरी करतात, आपल्या आया बहिणींवर हात टाकतात,",1,5
@jayeshwani @j_amaren हा जोश्या एक नंबर तुच्या हाय याला झाट काही कळत नाही . कुठ पण अक्कल लावतो . . .,1,1
@lsaurabh322 असे नागडे किती आहेत.मला झवायला लंड नाही दम लागतो,1,4
@BhatkhalkarA अरे भडव्या... तुमची RSS 10% कमिशन मागते...,1,1
"@myself_vrinda कोणी विचारलं तर सांगण्यात काही गैर नाही, पण स्वतः न विचारता सांगणे म्हणजे चूतिया गिरी आहे 👍",1,1
@AmolSubhashBha1 @VikasDe90360343 तुझ्या बहिणीच्या पुच्चीत लवडा घालून तिला फिरवली बाजारात...,1,4
@DrPrakashDJadha @ameytirodkar तो झाटू चाटु आहे..😝😂,1,1
पाहिलं तर ह्यांना पत्रकार नका बोलू 😡 खरंतर ह्या दोन नालायक माणसांमुळेच भारतीय पत्रकारितेला कलंक लागलाय,1,1
@meNeeleshNRane BJP किती नीच पातळीवर गेली आहे.,1,1
@ThakurJanardan3 अरे तुमच्यासारखे भोसडीचे इथे येतात मिलावटचा धंधा करून मराठी माणसाच्या पैशांवरच मोठे होता,1,1
"@RamVSatpute अरे सातपुते,, तुझ्या ट्विट ला घटिया म्हटलं आहे....",1,1
हे लाचार सरकार मराठी मिडिया आणि तिन्ही तिघाडी चालवतेय.,1,1
"हाडुक मिळण्यासाठी कुत्र जेवढी धडपड करत, तेवढीच धडपड + लालघोटे धंदे लोक्स हल्ली पुरस्कार मिळण्यासाठी करत आहेत😌",1,2
"वर्षभर गौरी-गणपतीच्या पुजा ,उपवास केले एकादशी धरल्या धर्मांतर घोषना दिनाचा डी पी ठेवताना लाज नाही वाटली का ?",1,6
गद्दारांनो तोंड काळ करा गांडमांडुळा सारखे दुतोंडी पना बंद करा..सरड्या ला पन लाज वाटल एवढे रंग बदलता .. एका बापाची औलादी असाल ना आजच घरातला देव्हारा बाहेर फेकाल.,1,1
का रे भडव्या तो गांड फटू मामू अंबानीला शिव्या देत होता आता का अंबानींच्या इस्पितळात लाचारासारखा जाऊन ऑपरेशन करून घेतो?,1,1
@tamrel143 @C_JackMh26 आपले छत्रपती श्री शिवाजी महाराज देव आहेत माझ्या साठी हा टकल्या झाटू गांधी काहीही नाही महाराजांन समोर,1,6
"जाण्यार्याचे घरचे किंवा जवळचे एक दोन सोडले तर कोणालाही झाटं फरक पडत नसतो, कारण दुनिया ""भेंचोद मादरचोत सुक्काळीची मायझई निच नालाईक हरामी बारबोडी "" आहे.",1,1
@AshokRevage @ChitraKWagh अरे केळ्या चुकीला चूक म्हणायला शिक आधी मग राजकारण वैगरे बोल,1,1
शिवानी भाभीची पुच्ची - https://t.co/EiYH1W7ZuN,1,4
"इतिहासात विकृती निर्माण करून छत्रपतींची बदनामी करणाऱ्याला विकृतीनेच उत्तर द्यावे लागते,कारण इथे प्रश्न अखंड भारतीयांच्या अस्मितेचा आहे",1,6
"बाह्मण बोलले की शैली आणि इतर बोलले की अश्लीलता, बंद करा हे नाटक",1,1
"""@manjrekarmahesh यांनी जय दुधाने चा माज, आज आणि उद्या चांगलाच उतरवणे गरजेचे आहे.""",0,0
@BhatkhalkarA अरे आतल्या नाशिक मध्ये भाजप च आहे ना झाटु मग सांग तिथल्या पालिका प्रशासनाला,1,1
@KaduAmol @Ram9699_ स्वतःच्या लंगोटीत भोक पडले आहे त्याच्याकडे लक्ष नाही पण दुसऱ्याच्या लंगोटीत वाकून बघतोय संडापक,1,1
"@AcharyaPramodk @RahulGandhi @priyankagandhi @INCIndia अरे येड्या लवड्याच्या राजीव त्यागीजी ला आट्याक आला, आणी सुशांतसिंग राजपूत ला मारून टाकेल आहे असा आरोप आहे.",1,1
"""@tamrel143 @Swarnkanya फक्त बायको ला घाबरतो.""",0,0
@OfficialUrmila चला ऊभारु संघटना isis ची देशाला लुटु आणि हिंदुला बदनाम करु हिंदु आंतकवादी हिंदु लुटरे तुझ्या झवाड्या तोंडालाहे शोभता हरामी,1,6
डुक्कराला गाढवा सोबत संवाद करू शकत नाही गाढव घोड्या सोबत कुत्रा मांजरा बरोबर खेकडा बोकडा सोबत संवाद साधू शकत नाही,1,2
@Mohangg1g @review60832764 @shubhangigarje लवड्या मी मराठीच आहे.. तरीपण फालतु होता... लहान पोरांचा Project असल्यासरखा..,1,1
@ksarax619 झवून झवून फाडली हिजी पूचि तरी आई झवाडी अजून हात पाय पसरी... घोडा लावणार आता गांड आणि पुच्ची च्या चिंध्या उडवून देणार,1,4
ईदच्या पवित्र दिवशी जम्मू आणि काश्मिरात राष्ट्रद्रोह्यांचा सैतानी नंगानाच!,1,5
@rajuparulekar फडनविस सारख्या कारस्थानी मानसाले सोडने हि नवाब मलिकांचि वा मविआ चि मोठि चुक ‍आहे,1,1
@imVkohli आला भेंचोत.. वाटलंच होतं हा का नाही आला अजून.. बघूया अजून कोण कोण येतंय मैदानात..,0,0
@Somnath05010249 @meNeeleshNRane तुझ्या आईला झवले माझ्या बापाने नीट बोल ये लवड्या तेव्हा तू निघाला,1,4
@GopichandP_MLC माजोरड्या शेतकरी विरोधी महा विनाश आघाडी सरकारला धडा शिकवण्याची गरज आहे . धिक्कार आहे,1,1
@TV9Marathi @rautsanjay61 अरे हागऱ्या तोंडाच्या कारवाई कर ना गां* अडवलं कुणी आहे ?,1,1
@Anuj_Speaks27 ब्राह्मणांना आणि त्यांच्या संघटनांना त्याचे काही घेणे नाही हो त्या संघटना आणि त्यांचे व्हाट्सएप ग्रूप उलट खोटे पसरवण्यात दंग असतात,1,1
"@BinbudachaBandu @ChDadaPatil @narendramodi @AmitShah @JPNadda @BJP4India @BJP4Maharashtra @nstomar @Dev_Fadnavis किती माज रे तुला,",1,1
@Abhishe51645214 तुया आय च्या गां-डि-त त्योच के-ळा घालून तू पैका कमावतो भंगार बुल्ल्या !,1,4
@RamVSatpute @rautsanjay61 @Dev_Fadnavis तूमच्या शेठने ट्रम्पसाठी अमेरिकेमध्ये निवडणूक लढवली होती....,1,1
@Sadabhau_khot काय सदया हातभट्टीची मारतोस कारे माकडा शेतकरी संप किती हजार कोटी घेवुन मोडलेला,1,1
शिरुर लोकसभा मतदारसंघातील भोसरी विधानसभा मतदारसंघात नगरविकास विशेष निधी अंतर्गत एकूण ४ कोटी रुपयांच्या विविध विकासकामांचा शुभारंभ,0,0
"@Nilrajephapal @MonsterShree @thatPunekar भोसडीच्या बिग्रेड्यांनो तुमच्यात इतिहासाप्रमाणे आडनावात पण घोळ घातलाय खेडेकर , गायकवाडने 🤣",1,1
"@Rupesh3134 काय झालं दादा.? एकतर नवखे असतील किंवा दिडशहाणे असतील, सोडून द्या.",0,0
आधी काश्मीर मध्ये फोन कापले आणि इंटरनेट बंद केलं. आपण गप्प बसलो. काल त्रिपुरा मध्ये फोन कापले आणि इंटरनेट बंद केलं.,1,6
असे पदार्थ बनवणाऱ्या व्यक्तीला आणि खाणाऱ्या व्यक्तीला दिवसरात्र ओल्या चाबकाने फोडून काढलं पाहिजे आणि रडला का म्हणून अजून फोडलं पाहिजे... 🤢🤢🤮🤮,1,1
@prashantkadam @Dev_Fadnavis मग ५ वर्ष तडीपारच्या गांडीत बोटं टाकली होती का.,1,1
नाही पण ते दोन गटारहुंगे कुठल्या बिळात लपलेत? #भाबडाप्रश्न 😜😜😜,0,0
"@MiLOKMAT दर्डा ला राज्यसभेचं लॉलीपॉप दिलं वाटतं महाराष्ट्र द्रोह्यांनी , लगेच मालकांसारखी छपरी भाषा झाली",1,1
@TV9Marathi आता इथे येतील लाळपुसे लाचारसैनिक... राठोड ची चाटायला 😝😝,1,1
@AnaghaAcharya घरात बसून हा आमच्या टॅक्स चा पैसा खाणार.... आणि ज्ञान आम्हाला पाजणार पांढऱ्या पायाचा मुख्यमंत्री.,1,1
"@ShefVaidya दलिंदर आहेत सगळे,यांचे चित्रपट बॅन यापुढे,आणि माझ्या समपर्कात येणाऱ्या प्रत्येक जनाला याची भ्याड वृत्ती निदर्शनास आणून देणार,",1,3
@anil010374 ते सगळे फाटलेल्या कंडोम पासून झालेत निर्लज्ज माणस आहेत 😡,1,1
@OnlyLachari येडझव्या तुला राष्ट्रीय पक्ष आणि प्रादेशिक पक्ष यातला फरक समजतो का..?,1,2
@LakhobaLokhande त्या रफिक मुल्लाचा... बुल्ला छाटेपर्यंत तो कसा काय झोपला... त्याला जाग आली नाही!!,1,1
@Bindashgrl झवायला ये दुध पाजायला ये,1,4
राज्यातील पोलीस बदल्यांची यादी अनिल परब देत होते.... अनिल देशमुख स्वतः च काम सोडून दुसरीकडे नाक खुपसले की असे होते परब...ST संप..😡,0,0
बुल्ला भैया रेट दिस डिश 😏 @KingBullaa,0,0
केंद्रीय पेट्रोलियम राज्यमंत्र्याचे वक्तव्य पहा.. जसे काही ह्यांनी नागरीकांना लस देऊन उपकारच केलेत.,1,6
"विश्वास नांगरे पाटलांचा ""विश्वास-घात"" काकांच्या नादाला लागून नांगरासकट बैल लागायची वेळ आली! 🤣🤣🤣🤣🤣",0,0
ही नीच बांडगुळ कोण पोसत आहेत हे वेगळं सांगायची गरज नाही,1,1
@Manoj_Deshmukh_ @yuvisawant80 @PoulAyodhya @OfficeofUT तुम्हा मराठी नकली अस्मिता सुश्मिता वाल्या पेक्षा चांगली येते आणि तुमचा सारख्याचा प्रमाणपत्राची गरज सुद्धा नाही ज्याचा मेंदू अगोदरच गुडघ्यात आहे 😜.,1,2
"कालपर्यंत पंजाबचे मुख्यमंत्री कोरोना पाॅझिटीव्ह होते,काल निवडणूक आयोगाने तारीख जाहीर केली की हे महाशय निगेटिव्ह झाले!",0,0
@MonsterShree आयुष्यात लय येड्या वणी केलं पण राहुल्या सारख्या माणसाला आपला नेता नाही म्हणालो😂😂😂,1,1
@BhatkhalkarA आरे शेमन्या तुला मुलगी नाही वाटतं,1,4
"राहुल येऊन गेला असता तर पानपट्टीच नाव बदलून ""वाड्रा पानपट्टी"" झालं असतं.... कळ का रे भुसनाळ्या!!!?",1,1
@keshavupadhye ए यू पादे स्टँड अप कॉमेडियन कम भाजप मुख्यालयाचा भंगी तुझ्या किती ही शिटा असू देत पण बसायचं मात्र विरोधी बाकावरच. जा शौच कुप साफ करून घे,1,1
"@analyser_sk @PrasadVKathe साहेबांना राज्यसभेचा ""साधा"" खासदार म्हणण्याचं जेवढं वाईट त्यांच्या कार्यकर्त्यांना वाटलं नसेल, त्यापेक्षा जास्त वाईट भांड मराठी पत्रकारांना वाटले😂😂",0,0
रिप्लाय देणं तुझा औकादिच्या बाहेर आहे रे रताळ्या. ट्विटर वरचा शेतकरी फेक न्युज आणि चुतीयापे करायची शेती करतोस इथे,1,2
"""50 रुपयांनी पेट्रोल वाढलं तेव्हा सर्वसामान्याच जगण सुसह्य करण्यासाठी रस्त्यावर नागड उभ राहून आंदोलन तुम्हीच केल होत का ???? पब्लिक ये भी जानना चाहती है...""",0,0
मुलाने तहानलेल्या आईची पुच्ची जवली,1,1
तुम्ही एकदम चुतिया आहात . नागपुर आणी बुलढाणा हे महाराष्ट्रात येतात आणी महाराष्ट्र हा पश्चिम भारतात येतो.,1,2
ठाकरे सरकार घोटाळेबाज कारभार...!! #महाविकासआघाडी #MahaVikasAghadi,0,0
@BinbudachaBandu @rahulvighe37 @PoulAyodhya पुरंदरे जमात म्हणजे नालायक लोक एकेकाला चाबकाने फोडून काढला पाहिजे,1,1
@abpmajhatv लिंक काय दिलीय बातमी काय देताय चुतीया कुठले,1,1
"बोक्या एकदम मस्त वर्णन केलेस महाराष्ट्र भाजपा चे, जरा काही खुट्ट झाले की पापडा सारखे कुरकुरीत, मविआ सरकार पडणार पडणार, काही नाही घडले तर नरम पापडा सारखे, बोक्या वस्ताद आहेस. मानला तूला, कांग्रेस च्या नावाने भाजपा ची पावती फाडली",0,0
"@SwapneelGangaw1 @pawar0306 सत्यमेव जयते एक नंबर चूतीया शो होता.. नकली सिंपथी,नकलीचं रडणं..overdramatic सगळं..",1,1
"आता यांच्या बोलण्याला तरी त्रिकाल सत्य माना..!!! मान्य करा की आपण चुकलो, गडबडलो, लेंड्या टाकल्या.. करा मान्य... पण नाही..!!! फुशारक्या मारल्याशिवाय आमचे पोट नाही भरत.! @BJP4Maharashtra @BJP4India लाळपुसे",1,1
"हे असले मठ्ठ लोक काय कामाचे? 50एसटी कर्मचारी,2 mpsc चे होतकरू तरूण मुले...या ना लायक ठाकरे पवारच्या महाभकास गॅंग च्या गलथान कारभाराला बळी पडले,पूरग्रस्त,शेतकरी रडतोय... अन या सोनियाशरण ठाकरेंचे हे नखरे.🤦🏽 दम,लायकी नसतांना मिळाले CM पद. 🤦🏽",1,1
"""@mimane108 @Mahadev_Balgude संघी लोकांना हे प्रमोट करतात मग ते किती बकवास acting करत असले तरी..जितकी जास्त गरळ ओकतील तेवढे जास्त काम भेटत या संघी supporter ला.""",1,1
"""@Coolkiranj अंबानी ची चाट्या .. येडझव्या IPL च्या विचारातच रहा आणि तुझी घालत जा धोनी खाली नेहमी . मादरचोद""",1,4
"""@sarikashuka @AnujGaikwad10 @BhatkhalkarA विदेशी गुंतवणूकदारांच कर्ज वाढल्यास कसं स्वातंत्र्य हिरावून घेऊन आंतरराष्ट्रीय स्तरावर दुसर्‍याचं ऐकावं लागतं हे शेजारी राष्ट्र पाकिस्तान वरून लक्षात घ्या हिंदुत्ववाद्यांनी आता तरी लक्षात घेऊन कर्ज वाढवणाऱ्या मूर्ख तडीपार लोकांना सत्तेतून बाहेर काढावं""",1,6
"""सरकारच बधीर आहे त्यामुळेच अशी बधीर उत्तर देतात. मनूवादी वृत्ती च्या सरकार कडून काय अपेक्षा ठेवायची, स्त्रीयां साठी""",1,2
"""काँग्रेसला दलिंदर राजकीय पक्ष बनण्यासाठी जवळपास ५० वर्षे लागली. राष्ट्रवादी काँग्रेस जन्मजातच दलिंदर राजकीय पक्ष होता,पण ज्या वेगाने शिवसेनेने हिंदुत्ववादी पक्ष ते महादलिंदर राजकीय पक्ष हा प्रवास केला आहे,तो अचाट आहे.शिवसेना समर्थक आधीपासूनच छपरी होते.नेत्यांचेही छपरीकरण झाले.""",1,1
"""@ameytirodkar तू काळजी करू नकोस , तुमचे ११ आमदार कायम भावी राहणार तुझा तर नंबर पण शक्य नाही ....diaper लाव नाहीतर चड्डीत होइल . हाग्र्या 😂😂😂""",1,3
"""@IshaDix30874584 @TV9Marathi अरे खुल्या लवड्याच्या तुला लोकांची औकात दाखवायची खाज आहे तर अरे पोरीच्या नावाने अकाउंट काढून का भागवत आहेस. ?😂😂😂😂😂झोपडपट्टी लवड्याच्या""",1,4
"""@zee24taasnews @RahulGandhi @BJPLive ह्याच डोकं फिरलय हे नक्की .🤬 परदेशी काय बोलाव हे देखील समजत नाही असं दिसतय. मोदींबरोबर समोरासमोर एकदा चर्चा करू शकतो का हा? एक मिनीटसुदधा टिकणार नाही.""",1,2
"""@LoksattaLive @myogiadityanath @BJP4India @INCIndia साल्या छोटा फॅंटा ५ वर्षात काय काम केली ते सांग टकल्या""",1,1
"""@TUSHARKHARE14 हे चिवसैनिक डुक्कर आहेत. मनसैनिकांची शी खाऊनच यांच पोट भरत.""",1,1
"""@sambitswaraj ओय तु पहिले 5 ट्रिलियन वर किती शून्य असतात ते सांगरे नंतर महाराष्ट्राच्या प्रश्नावर बोल पोंग्या. मॉब ब्लिचिंग च्या राजधानीचा नेता महाराष्ट्राला विचारतोय. कीती खरकट आहे ते बघ स्वतःच पहिले. हो ते 5 ट्रिलियन च कायते सांग नक्की""",1,2
"""तुळशीला पाणी घातल्यावर अंधश्रद्धा म्हणून बोंबलत फिरणारे आता प्लास्टिक च्या झाडाला दिवे लागल्यावर किती विज्ञान वादी आहोत हे सिद्द करायला पुढे येतील... डुक्कर दुतोंडी पुरोगामी...!!!""",1,5
"""""You dont look like a Marathi"" ""तुझ्या आईची गांड भडव्या, लवडया मला शिकावतो का आईघाल्या""""",1,4
"""शिवसेनेने काय केलं हे सर्व माहीत आहेत भाजप च अंधभक्त कुत्र्यां नी काय केल आणि करत्येस ते सांग डया""",1,1
"""तुला एका बापने काढला नाही, म्हणून मोब नं दयायला फाटते, भोसडीचय्ा गंड फाडून दरवाजा पाडतो…झवण्या""",1,3
"""""@AshokRevage @BhatkhalkarA विषय काय , तुम्ही बोलताय काय ? डोकं ठिकाणावर आहे का ? तिकडे ती ममता राष्ट्रगीताचा अपमान करतीये, त्या बद्दल बोलायचं सोडून, गुलामा काय, १०५ लोकांची नावं तरी माहीत आहे का असले प्रश्न विचारताय…..पप्पूच्या नादी लागून इतकं मठ्ठ होऊ नये माणसानं !!!""""",1,2
"""अय मंगळसुत्र चोरा पहिले तुझ्या डांगीचे घाव भर मग दुसर्याच्या डांगीचा वास घे भुसनाळ्या 😂😛😂""",1,3
"""पावसात भिजत गाडीवर फिरतो तेव्हा स्टेटस ला :- एन्जॉय धमाल फुल्ल मस्ती मनातल्या मनात:- भेंचोद किती थंडी आहे पावसाचे पण फटके बसत आहेत""",0,0
"""@Sarcasm1112 @ChDadaPatil @bavkarviraj @Patilatharva_ @SandyNikam12 @BhumishSave @Rupesh3134 @shivsainik8879 @___rahi8999 @AnaghaAcharya @SardesaiVarun @sudeshrk21 जनता असल्या भाजपाच्या त्रासाला कंटाळलेली आहे, ते म्हणतात ना 'येड्या च्या हातात वाड'आस झालय काम, पेट्रोल चे स्लोगन use करून सत्तेत आले, आणि पेट्रोल चे price एवढे वाढून ठेवले, आणि थोडं काही झालं की दोष नेहरू ला द्यायचा, असो""",1,1
"""@HTetey @UChurasia मादरचौद साले""",1,4
"""@ShelarAshish @BJP4Maharashtra @Dev_Fadnavis @ChDadaPatil मर्द मराठ्या आणि जाणत्या राजा, किती च्युत्या बनवणार? थांबा आता! उच्छाद मांडलाय. अराजक आणलय तुम्ही. लांड्यांनी म्हमद्याला धतुरा खाऊ घालून संपवला. आता ते थेरड... तोच धतूरा तुम्हाला खाऊ घालून सेना पद्धतशीरपणे संपवत आहे. गनिम जिंकला... लांडा जिंकला. खुर्ची सोडा... BMC सोडा.""",1,1
"""@BJP4Maharashtra @Dev_Fadnavis राष्ट्रवादीची चाल ओळखा,सद्यस्थितीत सत्ता स्थापनेचा दावाच करु नका कारण सत्ता स्थापनेचा दावा केल्यास बहुमत सिद्ध करावे लागणार आणि शिवसेनेनी पाठींबा न दिल्यास बहुमत सिद्ध होणार नाही त्यानंतर शिवसेनेला झक मारुन राष्ट्रवादीला काँग्रेस युतीला पाठींबा द्यावा लागेल.""",1,2
"""@waglenikhil लवड्या तू विदर्भात ये इकडच्या शेतकरी लोकांना भेट तुझी आवडते सरकार काय शेट्ट करत आहे ते तुला माहित पडेल""",1,2
"""नाचता येईना अंगण वाकडे असे जले आहे या बाईचे....GST And Notbandi ही दोन कारणे आहेत शोधून मार्ग काढता येईल जे जे केले पाहिजत सरकार ची उदासीनता दिसून येते ठोस पावले टाकली पाहिजेत...""",0,0
"""@LoksattaLive लोकसत्ताला/गिरीश कुबेरला लाजही वाटत नाही अशी बातमी द्यायला.🤬""",1,1
"""@ZeeNews हा भाडखाऊ पाकिस्तानचा एजेंट आहे""",1,4
"""@BadeVilas सरकार विरोधात बोलायला गांड फाटते म्हणून सर्व नेत्यांबद्दल बोलताहेत हे पत्रकार""",0,0
"""@NiteshNRane एकदम लई भारी … हा भंगार वाला गू खाणारा डुक्कर आहे""",1,4
"""""@TusharMatale_ @_HumHindustani चुक त्यांची नाही. वंशपरंपरागत त्यांच्या बायकांनी हेच धंदे केले आणि अजुनही बघा त्यांच्या बायकांचा छिचोरपणा चालूच आहे.म्हणून त्यांच्या मध्ये विकृती ठासून भरलेली असते.""""",1,6
"""त्या तद्दन भिकारचोट अभिनेत्री ने माफी तर मागावीच आणि पुरस्कार परत करावा या शिवाय सर्वत्र तिच्यावर वेगवेगळे गुन्हे दाखल करायला हवेत तर वाचाळता,बेतालपणा कमी होईल .#देशद्रोही_कंगना .@TV9Marathi @meemilind @saamTVnews @MumbaiPolice @saamTVnews @SarkarnamaNews @Marathi_Rash @""",1,6
"""त्यांनी त्यांचा स्वाभिमानी पक्ष भाजपला विकुन दिला तिन्ही माकडा समवेत😂🤣🤣🤣""",1,2
"""@I_am_P22 @heron874539328 @TV9Marathi तुझी लायकी नसेल. तू झुकत अशील ममता समोर आम्ही नाही झुकत बुल्ल्या निघ हितून .""",1,4
"""@SarkarnamaNews उस्मानाबाद च्या सभेतील कुत्र सिल्वर ओक च्या गटारात तोंड घालून हर्बल वनस्पती खाऊन बुद्धी भ्रष्ट झाली गांजा रौत्या ची""",1,2
"""@Shahadevkhose7 @meNeeleshNRane @rautsanjay61 तु रांडेच्या गप्प मादरचोत कुत्र्या""",1,4
"""@_prashantkadam आज जे समर्थन केलंय त्यावर कायम रहा भविष्यात पण... जेव्हा वेळ तुझ्यावर येणारे तेव्हाही.... तेव्हा रडके गिरी करशील""",1,2
"""@BhaiJagtap1 वांगी विकून आणि फोटो काडून लोक करोडपती होता तर तो अंब्या तर हलकट बनिया आहे जातीने तो तर कमवेलच""",1,4
"""@GolharVaibhaw भुकनार्या कुत्र्या ला असच कराव लागत जेंव्हा तो पिसाळतो तु पिसाळला आहेस आता😂😂🤣🤣""",1,4
"""अर्णब गोस्वामी मादरचोद लवडा ले""",1,4
"""@VaibhavPuri27 @AUThackeray दोन कौडीचा लावारीस तू, अगोदर तुझं नाव बघ लुक्क्या""",1,4
पाळ बुल्ल्या तुला आहे का लॉजिक,1,1
खूप मोठा लोचा आहे हा समीर दाऊद वानखडेचा,1,1
"माझे काही मित्र, आप्तस्वकीय, हे ""अंधभक्त"" आहेत, धर्माच्या खोट्या गांज्याच्या नशेत आहेत, त्यांच्यावर ""दाऊदपुत्रासारखा"" ड्रग peddler चा आरोप ठेऊन त्यांचं जीवन उद्ध्वस्त कारण उचित नाही, हे ड्रग addict आहेत, त्यांचं पुनर्वसन शक्य आहे. ते आदळआपट करणारच आहेत, नशामुक्ती केंद्रासारखी!",0,0
आमच्याकडे टकल्या लोकांना म्हणतात असं 🤣,1,2
चपटी कोण मारतं पुऱ्या महाराष्ट्राला माहिती आहे रांडेच्या पोरा...... येडझवे फोल्लो करण्यासाठी ट्विटर वर आलेलो नाहीये... तुझ्यासारख्याची ठासायला आलोय.... दोन बापाची औलाद...,1,1
तुला कोणी बोलावलं की नाही भुसनाळ्या😂,1,3
Mother चोद भोसडी का,1,4
"ह्यांची जळते साल्यांची साहेब के बोलले की, म्हणून असले भिकारचोट धंदे करते भाट मेडिया.",1,1
चुतीया गिरी मलिक सेंटर,1,1
आधी मादरचोद स्वतः च्या नावाने अकाउंट तयार कर.....,1,1
"शरद पवारांचा चातुगिरी करणारा शिंदे , शरद पवारांबरोबर पावसात चड्डी भिजवणारा शिंदे आणि आमच्या छत्रपती उदयनराजे भोसले यांना पाडण्यासाठी लाचनारा शिंदे आज दुसऱ्यांदा पडला #आता कस वाटतंय",1,2
तुझी पुच्ची झवायला दे ना,1,4
ए झवन्या गांड़ मारेल तुझी ..औकात मधे राहायचे...,1,3
"पोराचे विविध प्रताप ऐकून बाप डोक्यावर हात मारून म्हणत असेल झक मारली @BJP4India च्या नादाला लागुन #CBI चौकीशीची मागणी केली. #लफडेबाज , #चरसी , #दुबई #सुशांत_सिंह_राजपूत #SushantDeathMystery",1,1
"आहेत पण अंड्या वर बसायला ठेवल्यात! आणि एक कोंबडा पण आहे, रोज सकाळी उठून बोंबलत असतो त्याला जरा दवाखान्यातून आणल्यापासून जरा शांत आहे बघा! 🤣🤣🤣",1,1
माझा लवड्याला झवायला ये नागडा बसलोय डार्लिंग तुझा साठी,1,4
